destination_id,ten_diem_den,metric_name,metric_score,confidence_score,confidence_label,confidence_reason,source_list,last_updated,proxy_validation_error
mui_ne,Mũi Né,Điểm sẵn sàng hạ tầng,58.88,76.5,Khá,Nguồn: mixed_proxy_near_real_time; áp lực ở mức theo dõi từ dữ liệu hiện có,OpenStreetMap; Open-Meteo; OTA snapshot; destination graph,20/05/2026 22:18,
mui_ne,Mũi Né,Điểm cơ hội kinh tế,52.03,76.5,Khá,Nguồn: mixed_proxy_near_real_time; áp lực ở mức theo dõi từ dữ liệu hiện có,OpenStreetMap; Open-Meteo; OTA snapshot; destination graph,20/05/2026 22:18,
mui_ne,Mũi Né,Điểm điều phối khách,35.0,76.5,Khá,Nguồn: mixed_proxy_near_real_time; áp lực ở mức theo dõi từ dữ liệu hiện có,OpenStreetMap; Open-Meteo; OTA snapshot; destination graph,20/05/2026 22:18,
sam_son,Sầm Sơn,Điểm áp lực điểm đến,58.85,76.5,Khá,Nguồn: mixed_proxy_near_real_time; rủi ro thời tiết cao; hạ tầng proxy yếu,OpenStreetMap; Open-Meteo; OTA snapshot; destination graph,20/05/2026 22:18,
sam_son,Sầm Sơn,Điểm rủi ro thời tiết,97.98,76.5,Khá,Nguồn: mixed_proxy_near_real_time; rủi ro thời tiết cao; hạ tầng proxy yếu,OpenStreetMap; Open-Meteo; OTA snapshot; destination graph,20/05/2026 22:18,
sam_son,Sầm Sơn,Điểm sẵn sàng hạ tầng,35.04,76.5,Khá,Nguồn: mixed_proxy_near_real_time; rủi ro thời tiết cao; hạ tầng proxy yếu,OpenStreetMap; Open-Meteo; OTA snapshot; destination graph,20/05/2026 22:18,
sam_son,Sầm Sơn,Điểm cơ hội kinh tế,28.78,76.5,Khá,Nguồn: mixed_proxy_near_real_time; rủi ro thời tiết cao; hạ tầng proxy yếu,OpenStreetMap; Open-Meteo; OTA snapshot; destination graph,20/05/2026 22:18,
sam_son,Sầm Sơn,Điểm điều phối khách,35.0,76.5,Khá,Nguồn: mixed_proxy_near_real_time; rủi ro thời tiết cao; hạ tầng proxy yếu,OpenStreetMap; Open-Meteo; OTA snapshot; destination graph,20/05/2026 22:18,
hoi_an,Hội An,Điểm áp lực điểm đến,52.25,76.5,Khá,Nguồn: mixed_proxy_near_real_time; áp lực ở mức theo dõi từ dữ liệu hiện có,OpenStreetMap; Open-Meteo; OTA snapshot; destination graph,20/05/2026 22:18,
hoi_an,Hội An,Điểm rủi ro thời tiết,41.96,76.5,Khá,Nguồn: mixed_proxy_near_real_time; áp lực ở mức theo dõi từ dữ liệu hiện có,OpenStreetMap; Open-Meteo; OTA snapshot; destination graph,20/05/2026 22:18,
hoi_an,Hội An,Điểm sẵn sàng hạ tầng,81.82,76.5,Khá,Nguồn: mixed_proxy_near_real_time; áp lực ở mức theo dõi từ dữ liệu hiện có,OpenStreetMap; Open-Meteo; OTA snapshot; destination graph,20/05/2026 22:18,
hoi_an,Hội An,Điểm cơ hội kinh tế,78.48,76.5,Khá,Nguồn: mixed_proxy_near_real_time; áp lực ở mức theo dõi từ dữ liệu hiện có,OpenStreetMap; Open-Meteo; OTA snapshot; destination graph,20/05/2026 22:18,
hoi_an,Hội An,Điểm điều phối khách,72.97,76.5,Khá,Nguồn: mixed_proxy_near_real_time; áp lực ở mức theo dõi từ dữ liệu hiện có,OpenStreetMap; Open-Meteo; OTA snapshot; destination graph,20/05/2026 22:18,
hue,Huế,Điểm áp lực điểm đến,51.4,76.5,Khá,Nguồn: mixed_proxy_near_real_time; áp lực ở mức theo dõi từ dữ liệu hiện có,OpenStreetMap; Open-Meteo; OTA snapshot; destination graph,20/05/2026 22:18,
hue,Huế,Điểm rủi ro thời tiết,61.22,76.5,Khá,Nguồn: mixed_proxy_near_real_time; áp lực ở mức theo dõi từ dữ liệu hiện có,OpenStreetMap; Open-Meteo; OTA snapshot; destination graph,20/05/2026 22:18,
hue,Huế,Điểm sẵn sàng hạ tầng,68.51,76.5,Khá,Nguồn: mixed_proxy_near_real_time; áp lực ở mức theo dõi từ dữ liệu hiện có,OpenStreetMap; Open-Meteo; OTA snapshot; destination graph,20/05/2026 22:18,
hue,Huế,Điểm cơ hội kinh tế,64.4,76.5,Khá,Nguồn: mixed_proxy_near_real_time; áp lực ở mức theo dõi từ dữ liệu hiện có,OpenStreetMap; Open-Meteo; OTA snapshot; destination graph,20/05/2026 22:18,
hue,Huế,Điểm điều phối khách,35.0,76.5,Khá,Nguồn: mixed_proxy_near_real_time; áp lực ở mức theo dõi từ dữ liệu hiện có,OpenStreetMap; Open-Meteo; OTA snapshot; destination graph,20/05/2026 22:18,
vung_tau,Vũng Tàu,Điểm áp lực điểm đến,40.95,76.5,Khá,Nguồn: mixed_proxy_near_real_time; áp lực ở mức theo dõi từ dữ liệu hiện có,OpenStreetMap; Open-Meteo; OTA snapshot; destination graph,20/05/2026 22:18,
vung_tau,Vũng Tàu,Điểm rủi ro thời tiết,48.82,76.5,Khá,Nguồn: mixed_proxy_near_real_time; áp lực ở mức theo dõi từ dữ liệu hiện có,OpenStreetMap; Open-Meteo; OTA snapshot; destination graph,20/05/2026 22:18,
vung_tau,Vũng Tàu,Điểm sẵn sàng hạ tầng,70.7,76.5,Khá,Nguồn: mixed_proxy_near_real_time; áp lực ở mức theo dõi từ dữ liệu hiện có,OpenStreetMap; Open-Meteo; OTA snapshot; destination graph,20/05/2026 22:18,
vung_tau,Vũng Tàu,Điểm cơ hội kinh tế,68.62,76.5,Khá,Nguồn: mixed_proxy_near_real_time; áp lực ở mức theo dõi từ dữ liệu hiện có,OpenStreetMap; Open-Meteo; OTA snapshot; destination graph,20/05/2026 22:18,
vung_tau,Vũng Tàu,Điểm điều phối khách,35.0,76.5,Khá,Nguồn: mixed_proxy_near_real_time; áp lực ở mức theo dõi từ dữ liệu hiện có,OpenStreetMap; Open-Meteo; OTA snapshot; destination graph,20/05/2026 22:18,
cua_lo,Cửa Lò,Điểm áp lực điểm đến,36.2,76.5,Khá,Nguồn: mixed_proxy_near_real_time; hạ tầng proxy yếu,OpenStreetMap; Open-Meteo; OTA snapshot; destination graph,20/05/2026 22:18,
cua_lo,Cửa Lò,Điểm rủi ro thời tiết,40.58,76.5,Khá,Nguồn: mixed_proxy_near_real_time; hạ tầng proxy yếu,OpenStreetMap; Open-Meteo; OTA snapshot; destination graph,20/05/2026 22:18,
cua_lo,Cửa Lò,Điểm sẵn sàng hạ tầng,37.2,76.5,Khá,Nguồn: mixed_proxy_near_real_time; hạ tầng proxy yếu,OpenStreetMap; Open-Meteo; OTA snapshot; destination graph,20/05/2026 22:18,
cua_lo,Cửa Lò,Điểm cơ hội kinh tế,28.9,76.5,Khá,Nguồn: mixed_proxy_near_real_time; hạ tầng proxy yếu,OpenStreetMap; Open-Meteo; OTA snapshot; destination graph,20/05/2026 22:18,
cua_lo,Cửa Lò,Điểm điều phối khách,35.0,76.5,Khá,Nguồn: mixed_proxy_near_real_time; hạ tầng proxy yếu,OpenStreetMap; Open-Meteo; OTA snapshot; destination graph,20/05/2026 22:18,
ninh_binh,Ninh Bình,Điểm áp lực điểm đến,48.38,61.5,Trung bình,Nguồn: mixed_proxy_thieu_du_lieu; rủi ro thời tiết cao; hạ tầng proxy yếu; thiếu POI/nguồn kiểm định,OpenStreetMap; Open-Meteo; OTA snapshot; destination graph,20/05/2026 22:18,
ninh_binh,Ninh Bình,Điểm rủi ro thời tiết,85.38,61.5,Trung bình,Nguồn: mixed_proxy_thieu_du_lieu; rủi ro thời tiết cao; hạ tầng proxy yếu; thiếu POI/nguồn kiểm định,OpenStreetMap; Open-Meteo; OTA snapshot; destination graph,20/05/2026 22:18,
ninh_binh,Ninh Bình,Điểm sẵn sàng hạ tầng,23.27,61.5,Trung bình,Nguồn: mixed_proxy_thieu_du_lieu; rủi ro thời tiết cao; hạ tầng proxy yếu; thiếu POI/nguồn kiểm định,OpenStreetMap; Open-Meteo; OTA snapshot; destination graph,20/05/2026 22:18,
ninh_binh,Ninh Bình,Điểm cơ hội kinh tế,19.82,61.5,Trung bình,Nguồn: mixed_proxy_thieu_du_lieu; rủi ro thời tiết cao; hạ tầng proxy yếu; thiếu POI/nguồn kiểm định,OpenStreetMap; Open-Meteo; OTA snapshot; destination graph,20/05/2026 22:18,
ninh_binh,Ninh Bình,Điểm điều phối khách,35.0,61.5,Trung bình,Nguồn: mixed_proxy_thieu_du_lieu; rủi ro thời tiết cao; hạ tầng proxy yếu; thiếu POI/nguồn kiểm định,OpenStreetMap; Open-Meteo; OTA snapshot; destination graph,20/05/2026 22:18,
ly_son,Lý Sơn,Điểm áp lực điểm đến,47.76,61.5,Trung bình,Nguồn: mixed_proxy_thieu_du_lieu; rủi ro thời tiết cao; hạ tầng proxy yếu; thiếu POI/nguồn kiểm định,OpenStreetMap; Open-Meteo; OTA snapshot; destination graph,20/05/2026 22:18,
ly_son,Lý Sơn,Điểm rủi ro thời tiết,83.6,61.5,Trung bình,Nguồn: mixed_proxy_thieu_du_lieu; rủi ro thời tiết cao; hạ tầng proxy yếu; thiếu POI/nguồn kiểm định,OpenStreetMap; Open-Meteo; OTA snapshot; destination graph,20/05/2026 22:18,
ly_son,Lý Sơn,Điểm sẵn sàng hạ tầng,22.7,61.5,Trung bình,Nguồn: mixed_proxy_thieu_du_lieu; rủi ro thời tiết cao; hạ tầng proxy yếu; thiếu POI/nguồn kiểm định,OpenStreetMap; Open-Meteo; OTA snapshot; destination graph,20/05/2026 22:18,
ly_son,Lý Sơn,Điểm cơ hội kinh tế,18.39,61.5,Trung bình,Nguồn: mixed_proxy_thieu_du_lieu; rủi ro thời tiết cao; hạ tầng proxy yếu; thiếu POI/nguồn kiểm định,OpenStreetMap; Open-Meteo; OTA snapshot; destination graph,20/05/2026 22:18,
ly_son,Lý Sơn,Điểm điều phối khách,35.0,61.5,Trung bình,Nguồn: mixed_proxy_thieu_du_lieu; rủi ro thời tiết cao; hạ tầng proxy yếu; thiếu POI/nguồn kiểm định,OpenStreetMap; Open-Meteo; OTA snapshot; destination graph,20/05/2026 22:18,
ha_noi,Hà Nội,Điểm áp lực điểm đến,45.65,61.5,Trung bình,Nguồn: mixed_proxy_thieu_du_lieu; rủi ro thời tiết cao; hạ tầng proxy yếu; thiếu POI/nguồn kiểm định,OpenStreetMap; Open-Meteo; OTA snapshot; destination graph,20/05/2026 22:18,
ha_noi,Hà Nội,Điểm rủi ro thời tiết,77.56,61.5,Trung bình,Nguồn: mixed_proxy_thieu_du_lieu; rủi ro thời tiết cao; hạ tầng proxy yếu; thiếu POI/nguồn kiểm định,OpenStreetMap; Open-Meteo; OTA snapshot; destination graph,20/05/2026 22:18,
ha_noi,Hà Nội,Điểm sẵn sàng hạ tầng,33.92,61.5,Trung bình,Nguồn: mixed_proxy_thieu_du_lieu; rủi ro thời tiết cao; hạ tầng proxy yếu; thiếu POI/nguồn kiểm định,OpenStreetMap; Open-Meteo; OTA snapshot; destination graph,20/05/2026 22:18,
ha_noi,Hà Nội,Điểm cơ hội kinh tế,24.09,61.5,Trung bình,Nguồn: mixed_proxy_thieu_du_lieu; rủi ro thời tiết cao; hạ tầng proxy yếu; thiếu POI/nguồn kiểm định,OpenStreetMap; Open-Meteo; OTA snapshot; destination graph,20/05/2026 22:18,
ha_noi,Hà Nội,Điểm điều phối khách,50.89,61.5,Trung bình,Nguồn: mixed_proxy_thieu_du_lieu; rủi ro thời tiết cao; hạ tầng proxy yếu; thiếu POI/nguồn kiểm định,OpenStreetMap; Open-Meteo; OTA snapshot; destination graph,20/05/2026 22:18,
ha_giang,Hà Giang,Điểm áp lực điểm đến,43.62,61.5,Trung bình,Nguồn: mixed_proxy_thieu_du_lieu; rủi ro thời tiết cao; hạ tầng proxy yếu; thiếu POI/nguồn kiểm định,OpenStreetMap; Open-Meteo; OTA snapshot; destination graph,20/05/2026 22:18,
ha_giang,Hà Giang,Điểm rủi ro thời tiết,71.78,61.5,Trung bình,Nguồn: mixed_proxy_thieu_du_lieu; rủi ro thời tiết cao; hạ tầng proxy yếu; thiếu POI/nguồn kiểm định,OpenStreetMap; Open-Meteo; OTA snapshot; destination graph,20/05/2026 22:18,
ha_giang,Hà Giang,Điểm sẵn sàng hạ tầng,25.66,61.5,Trung bình,Nguồn: mixed_proxy_thieu_du_lieu; rủi ro thời tiết cao; hạ tầng proxy yếu; thiếu POI/nguồn kiểm định,OpenStreetMap; Open-Meteo; OTA snapshot; destination graph,20/05/2026 22:18,
ha_giang,Hà Giang,Điểm cơ hội kinh tế,20.26,61.5,Trung bình,Nguồn: mixed_proxy_thieu_du_lieu; rủi ro thời tiết cao; hạ tầng proxy yếu; thiếu POI/nguồn kiểm định,OpenStreetMap; Open-Meteo; OTA snapshot; destination graph,20/05/2026 22:18,
ha_giang,Hà Giang,Điểm điều phối khách,35.0,61.5,Trung bình,Nguồn: mixed_proxy_thieu_du_lieu; rủi ro thời tiết cao; hạ tầng proxy yếu; thiếu POI/nguồn kiểm định,OpenStreetMap; Open-Meteo; OTA snapshot; destination graph,20/05/2026 22:18,
phu_quoc,Phú Quốc,Điểm áp lực điểm đến,37.76,61.5,Trung bình,Nguồn: mixed_proxy_thieu_du_lieu; thiếu POI/nguồn kiểm định,OpenStreetMap; Open-Meteo; OTA snapshot; destination graph,20/05/2026 22:18,
phu_quoc,Phú Quốc,Điểm rủi ro thời tiết,57.28,61.5,Trung bình,Nguồn: mixed_proxy_thieu_du_lieu; thiếu POI/nguồn kiểm định,OpenStreetMap; Open-Meteo; OTA snapshot; destination graph,20/05/2026 22:18,
phu_quoc,Phú Quốc,Điểm sẵn sàng hạ tầng,48.71,61.5,Trung bình,Nguồn: mixed_proxy_thieu_du_lieu; thiếu POI/nguồn kiểm định,OpenStreetMap; Open-Meteo; OTA snapshot; destination graph,20/05/2026 22:18,
phu_quoc,Phú Quốc,Điểm cơ hội kinh tế,45.72,61.5,Trung bình,Nguồn: mixed_proxy_thieu_du_lieu; thiếu POI/nguồn kiểm định,OpenStreetMap; Open-Meteo; OTA snapshot; destination graph,20/05/2026 22:18,
phu_quoc,Phú Quốc,Điểm điều phối khách,41.8,61.5,Trung bình,Nguồn: mixed_proxy_thieu_du_lieu; thiếu POI/nguồn kiểm định,OpenStreetMap; Open-Meteo; OTA snapshot; destination graph,20/05/2026 22:18,
phong_nha,Phong Nha - Kẻ Bàng,Điểm áp lực điểm đến,36.0,43.75,Thấp,Nguồn: mixed_proxy_thieu_du_lieu; hạ tầng proxy yếu; thiếu POI/nguồn kiểm định,OpenStreetMap; Open-Meteo; OTA snapshot; destination graph,20/05/2026 22:18,
phong_nha,Phong Nha - Kẻ Bàng,Điểm rủi ro thời tiết,50.0,43.75,Thấp,Nguồn: mixed_proxy_thieu_du_lieu; hạ tầng proxy yếu; thiếu POI/nguồn kiểm định,OpenStreetMap; Open-Meteo; OTA snapshot; destination graph,20/05/2026 22:18,
phong_nha,Phong Nha - Kẻ Bàng,Điểm sẵn sàng hạ tầng,35.0,43.75,Thấp,Nguồn: mixed_proxy_thieu_du_lieu; hạ tầng proxy yếu; thiếu POI/nguồn kiểm định,OpenStreetMap; Open-Meteo; OTA snapshot; destination graph,20/05/2026 22:18,
phong_nha,Phong Nha - Kẻ Bàng,Điểm cơ hội kinh tế,25.05,43.75,Thấp,Nguồn: mixed_proxy_thieu_du_lieu; hạ tầng proxy yếu; thiếu POI/nguồn kiểm định,OpenStreetMap; Open-Meteo; OTA snapshot; destination graph,20/05/2026 22:18,
phong_nha,Phong Nha - Kẻ Bàng,Điểm điều phối khách,35.0,43.75,Thấp,Nguồn: mixed_proxy_thieu_du_lieu; hạ tầng proxy yếu; thiếu POI/nguồn kiểm định,OpenStreetMap; Open-Meteo; OTA snapshot; destination graph,20/05/2026 22:18,
ba_na,Bà Nà Hills,Điểm áp lực điểm đến,36.0,43.75,Thấp,Nguồn: mixed_proxy_thieu_du_lieu; hạ tầng proxy yếu; thiếu POI/nguồn kiểm định,OpenStreetMap; Open-Meteo; OTA snapshot; destination graph,20/05/2026 22:18,
ba_na,Bà Nà Hills,Điểm rủi ro thời tiết,50.0,43.75,Thấp,Nguồn: mixed_proxy_thieu_du_lieu; hạ tầng proxy yếu; thiếu POI/nguồn kiểm định,OpenStreetMap; Open-Meteo; OTA snapshot; destination graph,20/05/2026 22:18,
ba_na,Bà Nà Hills,Điểm sẵn sàng hạ tầng,35.0,43.75,Thấp,Nguồn: mixed_proxy_thieu_du_lieu; hạ tầng proxy yếu; thiếu POI/nguồn kiểm định,OpenStreetMap; Open-Meteo; OTA snapshot; destination graph,20/05/2026 22:18,
ba_na,Bà Nà Hills,Điểm cơ hội kinh tế,25.05,43.75,Thấp,Nguồn: mixed_proxy_thieu_du_lieu; hạ tầng proxy yếu; thiếu POI/nguồn kiểm định,OpenStreetMap; Open-Meteo; OTA snapshot; destination graph,20/05/2026 22:18,
ba_na,Bà Nà Hills,Điểm điều phối khách,35.0,43.75,Thấp,Nguồn: mixed_proxy_thieu_du_lieu; hạ tầng proxy yếu; thiếu POI/nguồn kiểm định,OpenStreetMap; Open-Meteo; OTA snapshot; destination graph,20/05/2026 22:18,
mai_chau,Mai Châu,Điểm áp lực điểm đến,36.0,43.75,Thấp,Nguồn: mixed_proxy_thieu_du_lieu; hạ tầng proxy yếu; thiếu POI/nguồn kiểm định,OpenStreetMap; Open-Meteo; OTA snapshot; destination graph,20/05/2026 22:18,
mai_chau,Mai Châu,Điểm rủi ro thời tiết,50.0,43.75,Thấp,Nguồn: mixed_proxy_thieu_du_lieu; hạ tầng proxy yếu; thiếu POI/nguồn kiểm định,OpenStreetMap; Open-Meteo; OTA snapshot; destination graph,20/05/2026 22:18,
mai_chau,Mai Châu,Điểm sẵn sàng hạ tầng,35.0,43.75,Thấp,Nguồn: mixed_proxy_thieu_du_lieu; hạ tầng proxy yếu; thiếu POI/nguồn kiểm định,OpenStreetMap; Open-Meteo; OTA snapshot; destination graph,20/05/2026 22:18,
mai_chau,Mai Châu,Điểm cơ hội kinh tế,25.05,43.75,Thấp,Nguồn: mixed_proxy_thieu_du_lieu; hạ tầng proxy yếu; thiếu POI/nguồn kiểm định,OpenStreetMap; Open-Meteo; OTA snapshot; destination graph,20/05/2026 22:18,
mai_chau,Mai Châu,Điểm điều phối khách,35.0,43.75,Thấp,Nguồn: mixed_proxy_thieu_du_lieu; hạ tầng proxy yếu; thiếu POI/nguồn kiểm định,OpenStreetMap; Open-Meteo; OTA snapshot; destination graph,20/05/2026 22:18,
tam_dao,Tam Đảo,Điểm áp lực điểm đến,36.0,43.75,Thấp,Nguồn: mixed_proxy_thieu_du_lieu; hạ tầng proxy yếu; thiếu POI/nguồn kiểm định,OpenStreetMap; Open-Meteo; OTA snapshot; destination graph,20/05/2026 22:18,
tam_dao,Tam Đảo,Điểm rủi ro thời tiết,50.0,43.75,Thấp,Nguồn: mixed_proxy_thieu_du_lieu; hạ tầng proxy yếu; thiếu POI/nguồn kiểm định,OpenStreetMap; Open-Meteo; OTA snapshot; destination graph,20/05/2026 22:18,
tam_dao,Tam Đảo,Điểm sẵn sàng hạ tầng,35.0,43.75,Thấp,Nguồn: mixed_proxy_thieu_du_lieu; hạ tầng proxy yếu; thiếu POI/nguồn kiểm định,OpenStreetMap; Open-Meteo; OTA snapshot; destination graph,20/05/2026 22:18,
tam_dao,Tam Đảo,Điểm cơ hội kinh tế,25.05,43.75,Thấp,Nguồn: mixed_proxy_thieu_du_lieu; hạ tầng proxy yếu; thiếu POI/nguồn kiểm định,OpenStreetMap; Open-Meteo; OTA snapshot; destination graph,20/05/2026 22:18,
tam_dao,Tam Đảo,Điểm điều phối khách,35.0,43.75,Thấp,Nguồn: mixed_proxy_thieu_du_lieu; hạ tầng proxy yếu; thiếu POI/nguồn kiểm định,OpenStreetMap; Open-Meteo; OTA snapshot; destination graph,20/05/2026 22:18,
pleiku,Pleiku,Điểm áp lực điểm đến,36.0,43.75,Thấp,Nguồn: mixed_proxy_thieu_du_lieu; hạ tầng proxy yếu; thiếu POI/nguồn kiểm định,OpenStreetMap; Open-Meteo; OTA snapshot; destination graph,20/05/2026 22:18,
pleiku,Pleiku,Điểm rủi ro thời tiết,50.0,43.75,Thấp,Nguồn: mixed_proxy_thieu_du_lieu; hạ tầng proxy yếu; thiếu POI/nguồn kiểm định,OpenStreetMap; Open-Meteo; OTA snapshot; destination graph,20/05/2026 22:18,
pleiku,Pleiku,Điểm sẵn sàng hạ tầng,35.0,43.75,Thấp,Nguồn: mixed_proxy_thieu_du_lieu; hạ tầng proxy yếu; thiếu POI/nguồn kiểm định,OpenStreetMap; Open-Meteo; OTA snapshot; destination graph,20/05/2026 22:18,
pleiku,Pleiku,Điểm cơ hội kinh tế,25.05,43.75,Thấp,Nguồn: mixed_proxy_thieu_du_lieu; hạ tầng proxy yếu; thiếu POI/nguồn kiểm định,OpenStreetMap; Open-Meteo; OTA snapshot; destination graph,20/05/2026 22:18,
pleiku,Pleiku,Điểm điều phối khách,35.0,43.75,Thấp,Nguồn: mixed_proxy_thieu_du_lieu; hạ tầng proxy yếu; thiếu POI/nguồn kiểm định,OpenStreetMap; Open-Meteo; OTA snapshot; destination graph,20/05/2026 22:18,
buon_ma_thuot,Buôn Ma Thuột,Điểm áp lực điểm đến,36.0,43.75,Thấp,Nguồn: mixed_proxy_thieu_du_lieu; hạ tầng proxy yếu; thiếu POI/nguồn kiểm định,OpenStreetMap; Open-Meteo; OTA snapshot; destination graph,20/05/2026 22:18,
buon_ma_thuot,Buôn Ma Thuột,Điểm rủi ro thời tiết,50.0,43.75,Thấp,Nguồn: mixed_proxy_thieu_du_lieu; hạ tầng proxy yếu; thiếu POI/nguồn kiểm định,OpenStreetMap; Open-Meteo; OTA snapshot; destination graph,20/05/2026 22:18,
buon_ma_thuot,Buôn Ma Thuột,Điểm sẵn sàng hạ tầng,35.0,43.75,Thấp,Nguồn: mixed_proxy_thieu_du_lieu; hạ tầng proxy yếu; thiếu POI/nguồn kiểm định,OpenStreetMap; Open-Meteo; OTA snapshot; destination graph,20/05/2026 22:18,
