record_id,source,property_id,property_name,rating,review_text,reviewer_country,traveler_type,url,source_url,crawl_time,license_note
170fb0e3ed0771fe7cb900707040c0fcdc12d07bd841413ebeda92df742b5cd8,traveloka,1000001037181,Millennium Hanoi Hotel,8.7,"The location is close to places to eat, just walk, the rooms are comfortable and clean",,,https://www.traveloka.com/hotel/vietnam/millennium-hanoi-hotel-1000001037181,https://www.traveloka.com/en-en/hotel/vietnam/region/hanoi-10009843?viewType=list,2026-05-17T17:42:29.951017+00:00,Previously collected public Traveloka reviews; reviewer names excluded from silver/gold.
79ccf0bd202fceadb5114e82c804643d8af3f78e9d340caa7365f8dc73c6dd81,traveloka,9000002216268,Eli Rina Hotel,9.3,"The staff were incredibly friendly and accommodating, making us feel welcome from the moment we arrived. The room was beautiful, spacious, and impeccably clean - truly a comfortable and relaxing place to stay. We had a wonderful experience and would gladly return.",,,https://www.traveloka.com/hotel/vietnam/eli-rina-hotel-9000002216268,https://www.traveloka.com/en-en/hotel/vietnam/region/hanoi-10009843?viewType=list,2026-05-17T17:42:29.951017+00:00,Previously collected public Traveloka reviews; reviewer names excluded from silver/gold.
81835abc77174e1190f2df0683334ffb07a60729f5d426d90bea36405a1d2f9f,traveloka,3000010037760,Signature By M Village Tho Nhuom,9.1,More contemporary than other hotels I stayed in Hanoi. Has everything you need. The room's very clean and the bed is comfortable. There are plenty of restaurants around. 15 minutes walk to the old quarter. I am very happy with my stay there. Highly recommended especially for those from western countries.,,,https://www.traveloka.com/hotel/vietnam/signature-by-m-village-tho-nhuom-3000010037760,https://www.traveloka.com/en-en/hotel/vietnam/region/hanoi-10009843?viewType=list,2026-05-17T17:42:29.951017+00:00,Previously collected public Traveloka reviews; reviewer names excluded from silver/gold.
cfea0139c4bfc9b2f488830039c535b0b3538979e5decc66ce806a35cfcfbf96,traveloka,9000001129243,Grand K Hotel Suites Hanoi,8.8,The hotel is so good and the staff were friendly. Hung is really helpful for our check-in and check-out.,,,https://www.traveloka.com/hotel/vietnam/grand-k-hotel-suites-hanoi-9000001129243,https://www.traveloka.com/en-en/hotel/vietnam/region/hanoi-10009843?viewType=list,2026-05-17T17:42:29.951017+00:00,Previously collected public Traveloka reviews; reviewer names excluded from silver/gold.
ecfdbc4d365ff90234d288a92576322c0e81b735c43f7ce023bb1841a247d9ee,traveloka,1000000264785,InterContinental Hotels HANOI WESTLAKE by IHG,8.7,"Spacious room, clean, good service staff. Air conditioner in the room is difficult to adjust so the room is a bit cold. Breakfast is ok.",,,https://www.traveloka.com/hotel/vietnam/intercontinental-hotels-hanoi-westlake-by-ihg-1000000264785,https://www.traveloka.com/en-en/hotel/vietnam/region/hanoi-10009843?viewType=list,2026-05-17T17:42:29.951017+00:00,Previously collected public Traveloka reviews; reviewer names excluded from silver/gold.
f3995b20c625b6db8c0167822777d32b07b51d932a4834b8d6b69e4d470a4b23,traveloka,3000020006874,Melia Bavi Mountain Retreat,8.6,"Melia Ba Vi is a great place to rest if you need a retreat from your busy life. Room and service are good, however dinner does not have many options and is a bit boring.",,,https://www.traveloka.com/hotel/vietnam/melia-bavi-mountain-retreat-3000020006874,https://www.traveloka.com/en-en/hotel/vietnam/region/hanoi-10009843?viewType=list,2026-05-17T17:42:29.951017+00:00,Previously collected public Traveloka reviews; reviewer names excluded from silver/gold.
e6da2dcc82c661d3df34d2951bdd93b12c62b338980d4aa0d9b431de27304db5,traveloka,9000000973982,3T Hotel Hanoi,9.1,Stayed there based on friend’s recommendation and it didn’t disappoint. Location by the busy road but it was quiet in the room. Only 1km walk to busy old quarter area. Many food stalls nearby. Front desk staffs are all friendly and helpful. Breakfast was great! I would recommend this hotel and will definitely come back.,,,https://www.traveloka.com/hotel/vietnam/3t-hotel-hanoi-9000000973982,https://www.traveloka.com/en-en/hotel/vietnam/region/hanoi-10009843?viewType=list,2026-05-17T17:42:29.951017+00:00,Previously collected public Traveloka reviews; reviewer names excluded from silver/gold.
843a6134d30807748a5acba4f0c1a32afe5847bc23e8c4061ae09226fa520cfc,traveloka,1000000709562,Lotus Village Hotel Hanoi,8.1,"Fully equipped hotel, good service, close to tourist attractions. Enthusiastic and friendly staff!",,,https://www.traveloka.com/hotel/vietnam/lotus-village-hotel-hanoi-1000000709562,https://www.traveloka.com/en-en/hotel/vietnam/region/hanoi-10009843/2?viewType=list,2026-05-17T17:42:29.951017+00:00,Previously collected public Traveloka reviews; reviewer names excluded from silver/gold.
28603535aa34c99ef3d788d21a3492d80a50f1fd3a8a9fb9611e465b6ef5040c,traveloka,9000000170628,Oakwood Residence Hanoi,9.1,"Good service, clean room, enthusiastic staff. The only minus point is that there is no green campus, the hotel lobby is too small, there is not much experience. Overall rating 3/5 stars. Worth recommending to those who like modern and new room space.",,,https://www.traveloka.com/hotel/vietnam/oakwood-residence-hanoi-9000000170628,https://www.traveloka.com/en-en/hotel/vietnam/region/hanoi-10009843/2?viewType=list,2026-05-17T17:42:29.951017+00:00,Previously collected public Traveloka reviews; reviewer names excluded from silver/gold.
c321ebdd4021c652ae12aa0808e04863a9cc205624951bb4cb29ee6132b04484,traveloka,1000000506979,Muong Thanh Hanoi Centre Hotel,8.5,"I am very satisfied with the hotel service. The receptionists are very enthusiastic, especially Hanh and Long took good care of me. This is a hotel worth experiencing. I will come back here.",,,https://www.traveloka.com/hotel/vietnam/muong-thanh-hanoi-centre-hotel-1000000506979,https://www.traveloka.com/en-en/hotel/vietnam/region/hanoi-10009843/2?viewType=list,2026-05-17T17:42:29.951017+00:00,Previously collected public Traveloka reviews; reviewer names excluded from silver/gold.
2b9ba85d1e7065c591bddb268e0752445dec58041c6bb1a320b8c2b8b5d871f8,traveloka,1000000448912,Hanoi Brilliant Hotel and Spa,9.2,"The hotel is located in the center, convenient for walking, convenient for eating and drinking around, clean, tidy and fragrant rooms. Next time I come to Hanoi, I will come here again.",,,https://www.traveloka.com/hotel/vietnam/hanoi-brilliant-hotel-and-spa-1000000448912,https://www.traveloka.com/en-en/hotel/vietnam/region/hanoi-10009843/2?viewType=list,2026-05-17T17:42:29.951017+00:00,Previously collected public Traveloka reviews; reviewer names excluded from silver/gold.
49140d61c37f4a49c5436a474eac96b56892bf56de06f6e3489c093d5884b7d0,traveloka,1000000128509,Hanoi Daewoo Hotel,8.6,"Nice room, clean, great swimming pool",,,https://www.traveloka.com/hotel/vietnam/hanoi-daewoo-hotel-1000000128509,https://www.traveloka.com/en-en/hotel/vietnam/region/hanoi-10009843/2?viewType=list,2026-05-17T17:42:29.951017+00:00,Previously collected public Traveloka reviews; reviewer names excluded from silver/gold.
498d0e015c5922816c19c6ae1165484ddcd626da64c12d1253d9b6f92873d5a4,traveloka,9000001204716,Ivy Luxury & Apartment,8.4,"The location is incredibly convenient for visiting attractions, very easy to find, the staff are friendly, the rooms are clean and well-equipped. My family had a wonderful vacation in Hanoi. Thank you to the hotel for the excellent support. We will definitely return to this hotel if we have the opportunity to visit Hanoi again in the future.",,,https://www.traveloka.com/hotel/vietnam/ivy-luxury--apartment-9000001204716,https://www.traveloka.com/en-en/hotel/vietnam/region/hanoi-10009843/2?viewType=list,2026-05-17T17:42:29.951017+00:00,Previously collected public Traveloka reviews; reviewer names excluded from silver/gold.
0fa736886dfcd67c87a928df3da1c7cf3b9a95312b4364e341578c707df0dc67,traveloka,9000000326462,Old Quarter Hotel 1961,6.5,"The staff here I am very satisfied, convenient for travel, reasonable price, clean and beautiful rooms ..",,,https://www.traveloka.com/hotel/vietnam/old-quarter-hotel-1961-9000000326462,https://www.traveloka.com/en-en/hotel/vietnam/region/hanoi-10009843/2?viewType=list,2026-05-17T17:42:29.951017+00:00,Previously collected public Traveloka reviews; reviewer names excluded from silver/gold.
f8d74446c29ecd86c4cadc39ba702903b08493d0ca8597c587505b0123414b53,traveloka,3000020008134,Mayflower Hotel Hanoi,8.6,"Friendly staff at the reception, arrived earlier than check-in time, allowed early check-in without additional charges, the room condition is clean and according to the photo, thank you for the service.",,,https://www.traveloka.com/hotel/vietnam/mayflower-hotel-hanoi-3000020008134,https://www.traveloka.com/en-en/hotel/vietnam/region/hanoi-10009843/2?viewType=list,2026-05-17T17:42:29.951017+00:00,Previously collected public Traveloka reviews; reviewer names excluded from silver/gold.
105acc7a25d4dd5de04a413c240c437ce75db1375d765d2faf50baa2d34e15e5,traveloka,1000000199745,Pan Pacific Hanoi,8.7,"I will stay here again when I am in Hanoi. The staffs are friendly, the room was super clean, and very comfortable.",,,https://www.traveloka.com/hotel/vietnam/pan-pacific-hanoi-1000000199745,https://www.traveloka.com/en-en/hotel/vietnam/region/hanoi-10009843/2?viewType=list,2026-05-17T17:42:29.951017+00:00,Previously collected public Traveloka reviews; reviewer names excluded from silver/gold.
6f5618e4279f0af24d22b22d9071098e54f618c320b50d2c7ef7bf221e3a5bee,traveloka,1000000483521,Apricot Hotel Hanoi,9.0,"The hotel has a beautiful view, quite ok facilities, enthusiastic and polite staff, very delicious and varied breakfast! However, the food in the room is limited (only Western dishes, no Vietnamese dishes), I hope the resort will soon add a menu to the menu for variety. Another small suggestion is that each villa should have an outdoor dining table with a roof so that families can eat privately and more cleanly! Currently, there is only a small tea table that does not meet the needs, eating in the room is inconvenient! 🥰",,,https://www.traveloka.com/hotel/vietnam/apricot-hotel-hanoi-1000000483521,https://www.traveloka.com/en-en/hotel/vietnam/region/hanoi-10009843/2?viewType=list,2026-05-17T17:42:29.951017+00:00,Previously collected public Traveloka reviews; reviewer names excluded from silver/gold.
a1e46272d9a98431f7287bab7bdefa416fce15d5575dafd9b94bf7f81ef5f4e0,traveloka,1000000604327,Hanoi Amore Hotel & Travel,8.5,Excellent service. Clean and tidy room. Best hotel in Thanh Xuan district. I will come back.,,,https://www.traveloka.com/hotel/vietnam/hanoi-amore-hotel--travel-1000000604327,https://www.traveloka.com/en-en/hotel/vietnam/region/hanoi-10009843/2?viewType=list,2026-05-17T17:42:29.951017+00:00,Previously collected public Traveloka reviews; reviewer names excluded from silver/gold.
4cc62ccc5c881d565058e25a1963de377f0042e91f3c21988ad657a9ac9309ec,traveloka,9000000984736,VNAHOMES APARTHOTEL,9.3,"I have never seen a hotel with such good service as here. The staff are polite, kind, and enthusiastic. Next time I come to Hanoi, I will continue to rent here.",,,https://www.traveloka.com/hotel/vietnam/vnahomes-aparthotel-9000000984736,https://www.traveloka.com/en-en/hotel/vietnam/region/hanoi-10009843/2?viewType=list,2026-05-17T17:42:29.951017+00:00,Previously collected public Traveloka reviews; reviewer names excluded from silver/gold.
162ec8d0c25a949f22d0ab2ebfcd0b8b070c744cd6b73836ae276ba2443f13d0,traveloka,9000001195485,Hanoi Flora Hotel,8.8,"The hotel is comfortable, clean, and strategically located near Hoan Kiem Lake. There are plenty of restaurants nearby. The staff is also friendly and helpful, recommending local attractions and tours during your stay in Hanoi.",,,https://www.traveloka.com/hotel/vietnam/hanoi-flora-hotel-9000001195485,https://www.traveloka.com/en-en/hotel/vietnam/region/hanoi-10009843/3?viewType=list,2026-05-17T17:42:29.951017+00:00,Previously collected public Traveloka reviews; reviewer names excluded from silver/gold.
c460774ec5f2937c480d9823aecbcb911a38dd941b1f8720bd8cee287b47f0cd,traveloka,1000000542112,Church Legend Hotel Hanoi,8.2,"The hotel is suitable for a stay in Hanoi, located near the center of the lakeside, near the amusement parks. Hotel staff are enthusiastic and friendly",,,https://www.traveloka.com/hotel/vietnam/church-legend-hotel-hanoi-1000000542112,https://www.traveloka.com/en-en/hotel/vietnam/region/hanoi-10009843/3?viewType=list,2026-05-17T17:42:29.951017+00:00,Previously collected public Traveloka reviews; reviewer names excluded from silver/gold.
585f521691e86402a8b899d841c437633d7ef531634bc8b2aff69b4276ee3fab,traveloka,9000000958758,AFFA Boutique Hotel,8.8,"The room is small but clean and beautiful. Right in the center, walking distance to the lake. Staff are very friendly and enthusiastic. I will come back when I come to Hanoi.",,,https://www.traveloka.com/hotel/vietnam/affa-boutique-hotel-9000000958758,https://www.traveloka.com/en-en/hotel/vietnam/region/hanoi-10009843/3?viewType=list,2026-05-17T17:42:29.951017+00:00,Previously collected public Traveloka reviews; reviewer names excluded from silver/gold.
e2d4572851b44efc56bdf7eee1a7eca8fbf0ee49eeaea94b38ccb5a03109b4d0,traveloka,3000010020731, M Village Hotel Ho Guom,9.1,"A pleasant stay experience! The hotel staff are friendly, have good English skills, and provide clear explanations. The hotel is clean and well-equipped, with laundry facilities, complete amenities, and a dining area available. I will definitely stay here again when I visit Hanoi.",,,https://www.traveloka.com/hotel/vietnam/-m-village-hotel-ho-guom-3000010020731,https://www.traveloka.com/en-en/hotel/vietnam/region/hanoi-10009843/3?viewType=list,2026-05-17T17:42:29.951017+00:00,Previously collected public Traveloka reviews; reviewer names excluded from silver/gold.
8fd64c396d4c01bccbb74eb4a2775d2128dd9bdade62873a5541287486454b9a,traveloka,9000007028189,Blue Sky Noi Bai Hotel & Pool,9.1,"Since we were close to the airport and had an early departure, they started breakfast earlier than usual and provided a free shuttle to the airport. What great service.

",,,https://www.traveloka.com/hotel/vietnam/blue-sky-noi-bai-hotel--pool-9000007028189,https://www.traveloka.com/en-en/hotel/vietnam/region/hanoi-10009843/3?viewType=list,2026-05-17T17:42:29.951017+00:00,Previously collected public Traveloka reviews; reviewer names excluded from silver/gold.
b186b7fdb6989ffe7d12b7e5f27cbe378962b03e1ed5867bc5fe3e3bd1c717a8,traveloka,1000000430274,Classy Holiday Hotel & Spa,9.3,"The service was excellent, with each guest treated with kindness and sincerity. I left my luggage for two nights, and they happily accepted it. Excellent!",,,https://www.traveloka.com/hotel/vietnam/classy-holiday-hotel--spa-1000000430274,https://www.traveloka.com/en-en/hotel/vietnam/region/hanoi-10009843/3?viewType=list,2026-05-17T17:42:29.951017+00:00,Previously collected public Traveloka reviews; reviewer names excluded from silver/gold.
b0a9d9982970546afa9d4c85dd14254783ecfac475a4df51198d49497e7a68b8,traveloka,3000010029914,Le Grand Hanoi hotel – The Sun,8.5,"Free minibar including instant noodles and soft drinks, that was excellent service. They gave me a free upgraded room. This is the newly renovated hotel. The location is in the center that is opposite La Thanh Station. Good for business trips and couples.",,,https://www.traveloka.com/hotel/vietnam/le-grand-hanoi-hotel--the-sun-3000010029914,https://www.traveloka.com/en-en/hotel/vietnam/region/hanoi-10009843/3?viewType=list,2026-05-17T17:42:29.951017+00:00,Previously collected public Traveloka reviews; reviewer names excluded from silver/gold.
4e2d963bb7f6ed7017e65ef81fa7f8dfef7d36960c285da5edbc909988fca0ac,traveloka,3000010019907,Hanoi Gallant Hotel,8.4,"Very friendly staff, clean and comfortable room. I felt very comfortable and would happily recommend the hotel! 🌟🌟🌟🌟🌟",,,https://www.traveloka.com/hotel/vietnam/hanoi-gallant-hotel-3000010019907,https://www.traveloka.com/en-en/hotel/vietnam/region/hanoi-10009843/3?viewType=list,2026-05-17T17:42:29.951017+00:00,Previously collected public Traveloka reviews; reviewer names excluded from silver/gold.
0cb1654d69fc296f6cdaf358d7b60dac5495235eeb4a5e6712dc080f418b598f,traveloka,1000000342289,Keypad Hotel - 24 Hang Ga,8.8,"The uncles and staff here are very enthusiastic and cheerful, especially the receptionist Anh. Rooms are clean. The hotel is convenient for traveling around the old town. If I have the opportunity to return to Hanoi, I will still choose to stay here",,,https://www.traveloka.com/hotel/vietnam/keypad-hotel-24-hang-ga-1000000342289,https://www.traveloka.com/en-en/hotel/vietnam/region/hanoi-10009843/3?viewType=list,2026-05-17T17:42:29.951017+00:00,Previously collected public Traveloka reviews; reviewer names excluded from silver/gold.
60e3764f63569d415d781d995a8f45a1f0df28213454bbdfbda49960898a8507,traveloka,1000000245608,Pullman Hanoi,8.0,Professional airport shuttle service as well as great breakfast + fully equipped and luxurious high-class interior facilities.,,,https://www.traveloka.com/hotel/vietnam/pullman-hanoi-1000000245608,https://www.traveloka.com/en-en/hotel/vietnam/region/hanoi-10009843/3?viewType=list,2026-05-17T17:42:29.951017+00:00,Previously collected public Traveloka reviews; reviewer names excluded from silver/gold.
7f61e7c122ff94e51fdabdb833f25f6575f3bd45b22c95a24285484d653f53bf,traveloka,3000010032213,Rose Garden Residences,8.9,"Great place, have very good facilities, staffs are very cooperative, also near to city.",,,https://www.traveloka.com/hotel/vietnam/rose-garden-residences-3000010032213,https://www.traveloka.com/en-en/hotel/vietnam/region/hanoi-10009843/3?viewType=list,2026-05-17T17:42:29.951017+00:00,Previously collected public Traveloka reviews; reviewer names excluded from silver/gold.
27e06681b55c6b67b6e14bfb2c7fa0f1a8b1056a15dd4f819973c05f662f6100,traveloka,1000000173970,Hôtel du Parc Hanoï,8.7,"Stayed there for one night. It was awesome. Everything is exactly as it should be, Japanese style hotel, clean & spacious. Recommended",,,https://www.traveloka.com/hotel/vietnam/htel-du-parc-hano-1000000173970,https://www.traveloka.com/en-en/hotel/vietnam/region/hanoi-10009843/3?viewType=list,2026-05-17T17:42:29.951017+00:00,Previously collected public Traveloka reviews; reviewer names excluded from silver/gold.
208960a84898c955bb16350262620a55bbd6523711c275ff292ab1f022de1173,traveloka,9000000337958,Marina Hotel Hanoi,8.2,"Spacious 2 bed room for 3 people, with a balcony overlooking the Mariot hotel is quite open. Clean, comfortable room.",,,https://www.traveloka.com/hotel/vietnam/marina-hotel-hanoi-9000000337958,https://www.traveloka.com/en-en/hotel/vietnam/region/hanoi-10009843/4?viewType=list,2026-05-17T17:42:29.951017+00:00,Previously collected public Traveloka reviews; reviewer names excluded from silver/gold.
ae8aa2dd4c6f85f1b590052756892a00754a0429d5f9609f4e04f0f430be46a3,traveloka,9000003302941,Le Grand Hanoi Hotel - The Oriental,9.1,"The room is spacious, beautiful, clean, with free food and drinks in the room / I have been to many 3-4 star hotels but have never stayed in a hotel with such free services for guests, so I am very happy. If you are hungry at night, you can have free cup noodles with snacks in the room. There is free underground parking. Will definitely come back. Central location in Cau Giay district, convenient for business trips.",,,https://www.traveloka.com/hotel/vietnam/le-grand-hanoi-hotel---the-oriental-9000003302941,https://www.traveloka.com/en-en/hotel/vietnam/region/hanoi-10009843/4?viewType=list,2026-05-17T17:42:29.951017+00:00,Previously collected public Traveloka reviews; reviewer names excluded from silver/gold.
37e3ea1ebd8eadddeb0004565122131595f4f694fd07aeb712a1ced11230dee5,traveloka,9000000974347,Fraser Residence Hanoi,9.5,"Nice, spacious, and clean room with an excellent environment, good breakfast, and helpful staff. Surely, I'll return if I'm coming back to Ha Noi in the future.",,,https://www.traveloka.com/hotel/vietnam/fraser-residence-hanoi-9000000974347,https://www.traveloka.com/en-en/hotel/vietnam/region/hanoi-10009843/4?viewType=list,2026-05-17T17:42:29.951017+00:00,Previously collected public Traveloka reviews; reviewer names excluded from silver/gold.
d0948868a6f200874ff949004855c527caf4f1438b18e5d4d8348e004a7d243b,traveloka,9000000092445,Hanoi Gatsby Hotel,7.6,"The room is clean, beautiful, spacious, with airy bancol. Enthusiastic, cute staff, flexible solutions",,,https://www.traveloka.com/hotel/vietnam/hanoi-gatsby-hotel-9000000092445,https://www.traveloka.com/en-en/hotel/vietnam/region/hanoi-10009843/4?viewType=list,2026-05-17T17:42:29.951017+00:00,Previously collected public Traveloka reviews; reviewer names excluded from silver/gold.
740b8d649ac3b9825a67bbda4b7ac8615a4d6a4107f2633670511d034e2b28b7,traveloka,9000002452279,Libré Homestay ,9.0,"Clean room, convenient to move, very enthusiastic support, a great place to stay.",,,https://www.traveloka.com/hotel/vietnam/libr-homestay--9000002452279,https://www.traveloka.com/en-en/hotel/vietnam/region/hanoi-10009843/4?viewType=list,2026-05-17T17:42:29.951017+00:00,Previously collected public Traveloka reviews; reviewer names excluded from silver/gold.
2c1a2b8dcaa09925e36d71236fa5790dd1ca5377b6ad2dbad4f82c0771924f5c,traveloka,3000020017936,Thang Long Hotel Hanoi,7.8,The room is small but fully equipped and clean. It's very convenient on Giai Phong street😁,,,https://www.traveloka.com/hotel/vietnam/thang-long-hotel-hanoi-3000020017936,https://www.traveloka.com/en-en/hotel/vietnam/region/hanoi-10009843/4?viewType=list,2026-05-17T17:42:29.951017+00:00,Previously collected public Traveloka reviews; reviewer names excluded from silver/gold.
143b56afb89c15244628e494389c62297211906690235eb2ca4d0ffff4a0d91d,traveloka,3000010027127,Night Hotel,8.5,"Polite and gentle staff, clean hotel!",,,https://www.traveloka.com/hotel/vietnam/night-hotel-3000010027127,https://www.traveloka.com/en-en/hotel/vietnam/region/hanoi-10009843/4?viewType=list,2026-05-17T17:42:29.951017+00:00,Previously collected public Traveloka reviews; reviewer names excluded from silver/gold.
bcaf19b88f296a600ed6196032ef3a4f17ff8ce5582e86065379587a828046e6,traveloka,1000000443087,Mai Charming Hotel and Spa,8.8,"I really enjoyed my stay at this hotel. The room was very clean, spacious, and had everything I needed for a comfortable stay. The staff at the front desk were extremely friendly and always willing to help. The location is great too—it’s close to many popular attractions, restaurants, and cafes, which made exploring the city super easy. I would definitely stay here again and recommend it to anyone visiting the old quarter!",,,https://www.traveloka.com/hotel/vietnam/mai-charming-hotel-and-spa-1000000443087,https://www.traveloka.com/en-en/hotel/vietnam/region/hanoi-10009843/4?viewType=list,2026-05-17T17:42:29.951017+00:00,Previously collected public Traveloka reviews; reviewer names excluded from silver/gold.
60684161a78a49643f5d84f81fe56355e95d0db3763f9e10e23787ac1375c696,traveloka,3000010028612,Hanoi Memory Legends Hotel,8.5,"The room is clean, the staff is enthusiastic, the electricity and water are both very strong so the voltage is very stable. The location is right on the dining street so it is suitable for food enthusiasts. If I have a chance to go to Hanoi, I will stop by again",,,https://www.traveloka.com/hotel/vietnam/hanoi-memory-legends-hotel-3000010028612,https://www.traveloka.com/en-en/hotel/vietnam/region/hanoi-10009843/4?viewType=list,2026-05-17T17:42:29.951017+00:00,Previously collected public Traveloka reviews; reviewer names excluded from silver/gold.
