province,province_code,district_code,month,temperature_2m_avg,relative_humidity_2m_avg,precipitation_sum,rain_sum,wind_speed_10m_avg,observations,source,source_url,crawl_time,license_note
An Giang,89,,2021-05,28.32244623655914,81.70167414247312,160.4,160.4,7.9045563579032265,744,open_meteo,D:\MONEY VERSE\datasets\weather\weather_all_vietnam.csv,2026-05-18T15:57:27.004962+00:00,Open-Meteo public API data; attribution required.
An Giang,89,,2022-07,26.950739247311827,85.15924302553763,325.4,325.4,10.094375646169356,744,open_meteo,D:\MONEY VERSE\datasets\weather\weather_all_vietnam.csv,2026-05-18T15:57:27.004962+00:00,Open-Meteo public API data; attribution required.
An Giang,89,,2022-08,26.992002688172043,83.93540814247311,270.5,270.5,9.644171140591398,744,open_meteo,D:\MONEY VERSE\datasets\weather\weather_all_vietnam.csv,2026-05-18T15:57:27.004962+00:00,Open-Meteo public API data; attribution required.
An Giang,89,,2022-09,26.646597222222223,85.23593365138889,310.2,310.2,9.800721193333334,720,open_meteo,D:\MONEY VERSE\datasets\weather\weather_all_vietnam.csv,2026-05-18T15:57:27.004962+00:00,Open-Meteo public API data; attribution required.
An Giang,89,,2022-10,26.22614247311828,84.97899852150537,358.2,358.2,7.060637164758065,744,open_meteo,D:\MONEY VERSE\datasets\weather\weather_all_vietnam.csv,2026-05-18T15:57:27.004962+00:00,Open-Meteo public API data; attribution required.
An Giang,89,,2022-11,26.184513888888887,85.76706683472221,225.4,225.4,7.064851049027777,720,open_meteo,D:\MONEY VERSE\datasets\weather\weather_all_vietnam.csv,2026-05-18T15:57:27.004962+00:00,Open-Meteo public API data; attribution required.
An Giang,89,,2022-12,25.839919354838713,71.60290510215053,43.9,43.9,9.691884585,744,open_meteo,D:\MONEY VERSE\datasets\weather\weather_all_vietnam.csv,2026-05-18T15:57:27.004962+00:00,Open-Meteo public API data; attribution required.
An Giang,89,,2023-01,25.247244623655916,74.41051422849462,111.89999999999999,111.89999999999999,10.103120021505376,744,open_meteo,D:\MONEY VERSE\datasets\weather\weather_all_vietnam.csv,2026-05-18T15:57:27.004962+00:00,Open-Meteo public API data; attribution required.
An Giang,89,,2023-02,27.218601190476193,68.18036788988096,17.0,17.0,8.640350622574406,672,open_meteo,D:\MONEY VERSE\datasets\weather\weather_all_vietnam.csv,2026-05-18T15:57:27.004962+00:00,Open-Meteo public API data; attribution required.
An Giang,89,,2023-03,28.232728494623657,63.66527898655914,2.3000000000000003,2.3000000000000003,8.620478762096774,744,open_meteo,D:\MONEY VERSE\datasets\weather\weather_all_vietnam.csv,2026-05-18T15:57:27.004962+00:00,Open-Meteo public API data; attribution required.
An Giang,89,,2023-04,29.283680555555556,72.25136863888889,92.10000000000001,92.10000000000001,8.033772923569444,720,open_meteo,D:\MONEY VERSE\datasets\weather\weather_all_vietnam.csv,2026-05-18T15:57:27.004962+00:00,Open-Meteo public API data; attribution required.
An Giang,89,,2023-05,28.778225806451612,79.39175429569892,219.8,219.8,9.04678155108871,744,open_meteo,D:\MONEY VERSE\datasets\weather\weather_all_vietnam.csv,2026-05-18T15:57:27.004962+00:00,Open-Meteo public API data; attribution required.
An Giang,89,,2023-06,27.723680555555553,84.02242774722222,246.4,246.4,9.54650259111111,720,open_meteo,D:\MONEY VERSE\datasets\weather\weather_all_vietnam.csv,2026-05-18T15:57:27.004962+00:00,Open-Meteo public API data; attribution required.
An Giang,89,,2023-07,27.26189516129032,84.7598912876344,314.6,314.6,12.077856184112903,744,open_meteo,D:\MONEY VERSE\datasets\weather\weather_all_vietnam.csv,2026-05-18T15:57:27.004962+00:00,Open-Meteo public API data; attribution required.
An Giang,89,,2023-08,28.113172043010753,80.2484530188172,193.6,193.6,13.278710958575267,744,open_meteo,D:\MONEY VERSE\datasets\weather\weather_all_vietnam.csv,2026-05-18T15:57:27.004962+00:00,Open-Meteo public API data; attribution required.
An Giang,89,,2023-09,26.903125,86.17001145277777,385.3,385.3,10.132511918152778,720,open_meteo,D:\MONEY VERSE\datasets\weather\weather_all_vietnam.csv,2026-05-18T15:57:27.004962+00:00,Open-Meteo public API data; attribution required.
An Giang,89,,2023-10,26.858064516129033,87.49685913844087,396.6,396.6,5.989412383561827,744,open_meteo,D:\MONEY VERSE\datasets\weather\weather_all_vietnam.csv,2026-05-18T15:57:27.004962+00:00,Open-Meteo public API data; attribution required.
An Giang,89,,2023-11,26.670277777777777,82.07535227083333,184.7,184.7,8.233744064125,720,open_meteo,D:\MONEY VERSE\datasets\weather\weather_all_vietnam.csv,2026-05-18T15:57:27.004962+00:00,Open-Meteo public API data; attribution required.
An Giang,89,,2023-12,27.038306451612904,76.1547752889785,44.0,44.0,8.908352506532257,744,open_meteo,D:\MONEY VERSE\datasets\weather\weather_all_vietnam.csv,2026-05-18T15:57:27.004962+00:00,Open-Meteo public API data; attribution required.
An Giang,89,,2024-01,26.978091397849465,73.66394589112903,8.9,8.9,7.170221740954301,744,open_meteo,D:\MONEY VERSE\datasets\weather\weather_all_vietnam.csv,2026-05-18T15:57:27.004962+00:00,Open-Meteo public API data; attribution required.
An Giang,89,,2024-02,28.08340517241379,67.94653198563219,3.3000000000000003,3.3000000000000003,9.016534639367817,696,open_meteo,D:\MONEY VERSE\datasets\weather\weather_all_vietnam.csv,2026-05-18T15:57:27.004962+00:00,Open-Meteo public API data; attribution required.
An Giang,89,,2024-03,29.48145161290323,64.98292970833333,8.4,8.4,9.476871473346774,744,open_meteo,D:\MONEY VERSE\datasets\weather\weather_all_vietnam.csv,2026-05-18T15:57:27.004962+00:00,Open-Meteo public API data; attribution required.
An Giang,89,,2024-04,31.22215277777778,63.09214139166667,6.5,6.5,8.916022545,720,open_meteo,D:\MONEY VERSE\datasets\weather\weather_all_vietnam.csv,2026-05-18T15:57:27.004962+00:00,Open-Meteo public API data; attribution required.
An Giang,89,,2024-05,28.95806451612903,82.32371678763441,284.0,284.0,6.745033472446237,744,open_meteo,D:\MONEY VERSE\datasets\weather\weather_all_vietnam.csv,2026-05-18T15:57:27.004962+00:00,Open-Meteo public API data; attribution required.
An Giang,89,,2024-06,27.902152777777776,84.18172279305556,276.7,276.7,8.694719326763888,720,open_meteo,D:\MONEY VERSE\datasets\weather\weather_all_vietnam.csv,2026-05-18T15:57:27.004962+00:00,Open-Meteo public API data; attribution required.
An Giang,89,,2024-07,27.117540322580645,85.66131910349462,279.5,279.5,11.242351813508064,744,open_meteo,D:\MONEY VERSE\datasets\weather\weather_all_vietnam.csv,2026-05-18T15:57:27.004962+00:00,Open-Meteo public API data; attribution required.
An Giang,89,,2024-08,27.789314516129032,82.77431929435484,239.2,239.2,9.064987909408602,744,open_meteo,D:\MONEY VERSE\datasets\weather\weather_all_vietnam.csv,2026-05-18T15:57:27.004962+00:00,Open-Meteo public API data; attribution required.
An Giang,89,,2024-09,27.28611111111111,84.73106264583333,308.3,308.3,11.875847411666667,720,open_meteo,D:\MONEY VERSE\datasets\weather\weather_all_vietnam.csv,2026-05-18T15:57:27.004962+00:00,Open-Meteo public API data; attribution required.
An Giang,89,,2024-10,26.68400537634409,87.27748845967743,458.2,458.2,6.278474108803763,744,open_meteo,D:\MONEY VERSE\datasets\weather\weather_all_vietnam.csv,2026-05-18T15:57:27.004962+00:00,Open-Meteo public API data; attribution required.
An Giang,89,,2024-11,27.190833333333334,80.2657986611111,141.3,141.3,7.4694007901249995,720,open_meteo,D:\MONEY VERSE\datasets\weather\weather_all_vietnam.csv,2026-05-18T15:57:27.004962+00:00,Open-Meteo public API data; attribution required.
An Giang,89,,2024-12,25.99516129032258,78.35408284946236,114.0,114.0,10.054023715389786,744,open_meteo,D:\MONEY VERSE\datasets\weather\weather_all_vietnam.csv,2026-05-18T15:57:27.004962+00:00,Open-Meteo public API data; attribution required.
An Giang,89,,2025-01,24.677956989247313,77.07381917473118,10.6,10.6,7.87822458514785,744,open_meteo,D:\MONEY VERSE\datasets\weather\weather_all_vietnam.csv,2026-05-18T15:57:27.004962+00:00,Open-Meteo public API data; attribution required.
An Giang,89,,2025-02,25.694419642857145,81.67716430059524,84.9,84.9,6.502511296800595,672,open_meteo,D:\MONEY VERSE\datasets\weather\weather_all_vietnam.csv,2026-05-18T15:57:27.004962+00:00,Open-Meteo public API data; attribution required.
An Giang,89,,2025-03,27.642809139784948,75.01459281451613,20.4,20.4,7.456437083481183,744,open_meteo,D:\MONEY VERSE\datasets\weather\weather_all_vietnam.csv,2026-05-18T15:57:27.004962+00:00,Open-Meteo public API data; attribution required.
An Giang,89,,2025-04,28.136944444444442,78.26020096805556,143.0,143.0,6.844356018777777,720,open_meteo,D:\MONEY VERSE\datasets\weather\weather_all_vietnam.csv,2026-05-18T15:57:27.004962+00:00,Open-Meteo public API data; attribution required.
An Giang,89,,2025-05,27.323790322580646,88.07972632258064,353.0,353.0,6.222617689717741,744,open_meteo,D:\MONEY VERSE\datasets\weather\weather_all_vietnam.csv,2026-05-18T15:57:27.004962+00:00,Open-Meteo public API data; attribution required.
An Giang,89,,2025-06,27.085416666666667,87.92670005138889,266.4,266.4,9.961166408125,720,open_meteo,D:\MONEY VERSE\datasets\weather\weather_all_vietnam.csv,2026-05-18T15:57:27.004962+00:00,Open-Meteo public API data; attribution required.
An Giang,89,,2025-07,27.808266129032255,82.31470427016129,173.4,173.4,13.26913558077957,744,open_meteo,D:\MONEY VERSE\datasets\weather\weather_all_vietnam.csv,2026-05-18T15:57:27.004962+00:00,Open-Meteo public API data; attribution required.
An Giang,89,,2025-08,27.905040322580643,79.6500526155914,234.0,234.0,12.119520584516128,744,open_meteo,D:\MONEY VERSE\datasets\weather\weather_all_vietnam.csv,2026-05-18T15:57:27.004962+00:00,Open-Meteo public API data; attribution required.
An Giang,89,,2025-09,27.32451388888889,82.74943119722222,360.3,360.3,10.15365496711111,720,open_meteo,D:\MONEY VERSE\datasets\weather\weather_all_vietnam.csv,2026-05-18T15:57:27.004962+00:00,Open-Meteo public API data; attribution required.
An Giang,89,,2025-10,26.89556451612903,85.63848038172043,412.0,412.0,6.516870970524193,744,open_meteo,D:\MONEY VERSE\datasets\weather\weather_all_vietnam.csv,2026-05-18T15:57:27.004962+00:00,Open-Meteo public API data; attribution required.
An Giang,89,,2025-11,26.12472222222222,80.61626849444444,219.5,219.5,9.40937115488889,720,open_meteo,D:\MONEY VERSE\datasets\weather\weather_all_vietnam.csv,2026-05-18T15:57:27.004962+00:00,Open-Meteo public API data; attribution required.
An Giang,89,,2025-12,26.2565188172043,77.5742392594086,56.300000000000004,56.300000000000004,7.611745082392473,744,open_meteo,D:\MONEY VERSE\datasets\weather\weather_all_vietnam.csv,2026-05-18T15:57:27.004962+00:00,Open-Meteo public API data; attribution required.
An Giang,89,,2026-01,24.769556451612903,74.85731846639786,2.4,2.4,6.996907811908603,744,open_meteo,D:\MONEY VERSE\datasets\weather\weather_all_vietnam.csv,2026-05-18T15:57:27.004962+00:00,Open-Meteo public API data; attribution required.
An Giang,89,,2026-02,26.35,77.30564895535714,46.7,46.7,6.738699251279762,672,open_meteo,D:\MONEY VERSE\datasets\weather\weather_all_vietnam.csv,2026-05-18T15:57:27.004962+00:00,Open-Meteo public API data; attribution required.
An Giang,89,,2026-03,26.946841397849465,76.87437413172043,71.5,71.5,7.506104881317204,744,open_meteo,D:\MONEY VERSE\datasets\weather\weather_all_vietnam.csv,2026-05-18T15:57:27.004962+00:00,Open-Meteo public API data; attribution required.
An Giang,89,,2026-04,29.539305555555554,66.42943423194446,7.5,7.5,7.889652002208334,720,open_meteo,D:\MONEY VERSE\datasets\weather\weather_all_vietnam.csv,2026-05-18T15:57:27.004962+00:00,Open-Meteo public API data; attribution required.
An Giang,89,,2026-05,29.2162037037037,76.40780214583334,88.6,87.80000003399999,7.5978229493287035,432,open_meteo,D:\MONEY VERSE\datasets\weather\weather_all_vietnam.csv,2026-05-18T15:57:27.004962+00:00,Open-Meteo public API data; attribution required.
Ba Ria - Vung Tau,77,,2021-05,27.630443548387095,83.64743123387098,280.0,280.0,8.813483561827958,744,open_meteo,D:\MONEY VERSE\datasets\weather\weather_all_vietnam.csv,2026-05-18T15:57:27.004962+00:00,Open-Meteo public API data; attribution required.
Ba Ria - Vung Tau,77,,2021-06,27.090625,87.37853134305556,233.70000000000002,233.70000000000002,8.356437069027779,720,open_meteo,D:\MONEY VERSE\datasets\weather\weather_all_vietnam.csv,2026-05-18T15:57:27.004962+00:00,Open-Meteo public API data; attribution required.
Ba Ria - Vung Tau,77,,2021-07,26.522916666666667,88.89168343682796,404.5,404.5,9.472548045268818,744,open_meteo,D:\MONEY VERSE\datasets\weather\weather_all_vietnam.csv,2026-05-18T15:57:27.004962+00:00,Open-Meteo public API data; attribution required.
Ba Ria - Vung Tau,77,,2021-08,26.497311827956988,88.52073827284947,329.6,329.6,7.71316876672043,744,open_meteo,D:\MONEY VERSE\datasets\weather\weather_all_vietnam.csv,2026-05-18T15:57:27.004962+00:00,Open-Meteo public API data; attribution required.
Ba Ria - Vung Tau,77,,2021-09,25.794791666666665,91.39459596527779,502.8,502.8,7.107657938986111,720,open_meteo,D:\MONEY VERSE\datasets\weather\weather_all_vietnam.csv,2026-05-18T15:57:27.004962+00:00,Open-Meteo public API data; attribution required.
Ba Ria - Vung Tau,77,,2021-10,25.620698924731183,90.94683369086022,455.3,455.3,7.920375077876344,744,open_meteo,D:\MONEY VERSE\datasets\weather\weather_all_vietnam.csv,2026-05-18T15:57:27.004962+00:00,Open-Meteo public API data; attribution required.
Ba Ria - Vung Tau,77,,2021-11,25.71,88.23995232916667,229.3,229.3,8.802956300902776,720,open_meteo,D:\MONEY VERSE\datasets\weather\weather_all_vietnam.csv,2026-05-18T15:57:27.004962+00:00,Open-Meteo public API data; attribution required.
Ba Ria - Vung Tau,77,,2021-12,25.03212365591398,80.1905388561828,27.599999999999998,27.599999999999998,7.161981094206989,744,open_meteo,D:\MONEY VERSE\datasets\weather\weather_all_vietnam.csv,2026-05-18T15:57:27.004962+00:00,Open-Meteo public API data; attribution required.
Ba Ria - Vung Tau,77,,2022-01,25.568413978494625,74.11033423387096,16.8,16.8,9.575884260188172,744,open_meteo,D:\MONEY VERSE\datasets\weather\weather_all_vietnam.csv,2026-05-18T15:57:27.004962+00:00,Open-Meteo public API data; attribution required.
Ba Ria - Vung Tau,77,,2022-02,26.840699404761907,71.7235220357143,14.6,14.6,12.803019856502978,672,open_meteo,D:\MONEY VERSE\datasets\weather\weather_all_vietnam.csv,2026-05-18T15:57:27.004962+00:00,Open-Meteo public API data; attribution required.
Ba Ria - Vung Tau,77,,2022-03,27.319153225806453,74.40628135215054,79.2,79.2,11.259570599596774,744,open_meteo,D:\MONEY VERSE\datasets\weather\weather_all_vietnam.csv,2026-05-18T15:57:27.004962+00:00,Open-Meteo public API data; attribution required.
Ba Ria - Vung Tau,77,,2022-04,27.158819444444443,80.42920256944444,152.5,152.5,8.534518203861111,720,open_meteo,D:\MONEY VERSE\datasets\weather\weather_all_vietnam.csv,2026-05-18T15:57:27.004962+00:00,Open-Meteo public API data; attribution required.
Ba Ria - Vung Tau,77,,2022-05,26.743615591397848,86.8652748266129,295.7,295.7,8.18785450094086,744,open_meteo,D:\MONEY VERSE\datasets\weather\weather_all_vietnam.csv,2026-05-18T15:57:27.004962+00:00,Open-Meteo public API data; attribution required.
Ba Ria - Vung Tau,77,,2022-06,26.79888888888889,85.33645894305556,211.8,211.8,6.105737927861112,720,open_meteo,D:\MONEY VERSE\datasets\weather\weather_all_vietnam.csv,2026-05-18T15:57:27.004962+00:00,Open-Meteo public API data; attribution required.
Ba Ria - Vung Tau,77,,2022-07,26.258198924731182,88.14725399596774,325.8,325.8,8.268631107526883,744,open_meteo,D:\MONEY VERSE\datasets\weather\weather_all_vietnam.csv,2026-05-18T15:57:27.004962+00:00,Open-Meteo public API data; attribution required.
Ba Ria - Vung Tau,77,,2022-08,26.00329301075269,88.83825644086022,374.0,374.0,7.814775455080646,744,open_meteo,D:\MONEY VERSE\datasets\weather\weather_all_vietnam.csv,2026-05-18T15:57:27.004962+00:00,Open-Meteo public API data; attribution required.
Ba Ria - Vung Tau,77,,2022-09,25.64125,90.08314464583333,377.2,377.2,7.7502657220555555,720,open_meteo,D:\MONEY VERSE\datasets\weather\weather_all_vietnam.csv,2026-05-18T15:57:27.004962+00:00,Open-Meteo public API data; attribution required.
Ba Ria - Vung Tau,77,,2022-10,25.506384408602152,88.66934549596773,262.1,262.1,7.04050988155914,744,open_meteo,D:\MONEY VERSE\datasets\weather\weather_all_vietnam.csv,2026-05-18T15:57:27.004962+00:00,Open-Meteo public API data; attribution required.
Ba Ria - Vung Tau,77,,2022-11,25.515555555555558,87.9147269125,191.8,191.8,8.086584548694445,720,open_meteo,D:\MONEY VERSE\datasets\weather\weather_all_vietnam.csv,2026-05-18T15:57:27.004962+00:00,Open-Meteo public API data; attribution required.
Ba Ria - Vung Tau,77,,2022-12,24.834206989247313,80.32155777956989,51.5,51.5,6.94606604813172,744,open_meteo,D:\MONEY VERSE\datasets\weather\weather_all_vietnam.csv,2026-05-18T15:57:27.004962+00:00,Open-Meteo public API data; attribution required.
Ba Ria - Vung Tau,77,,2023-01,24.641733870967744,82.36933184005376,123.3,123.3,7.149257508978494,744,open_meteo,D:\MONEY VERSE\datasets\weather\weather_all_vietnam.csv,2026-05-18T15:57:27.004962+00:00,Open-Meteo public API data; attribution required.
Ba Ria - Vung Tau,77,,2023-02,25.70989583333333,73.55742003571429,12.9,12.9,10.524420642113094,672,open_meteo,D:\MONEY VERSE\datasets\weather\weather_all_vietnam.csv,2026-05-18T15:57:27.004962+00:00,Open-Meteo public API data; attribution required.
Ba Ria - Vung Tau,77,,2023-03,25.983064516129033,72.21975400000001,0.7000000000000001,0.7000000000000001,12.023482154032257,744,open_meteo,D:\MONEY VERSE\datasets\weather\weather_all_vietnam.csv,2026-05-18T15:57:27.004962+00:00,Open-Meteo public API data; attribution required.
Ba Ria - Vung Tau,77,,2023-04,28.055902777777778,78.07148143333333,62.7,62.7,9.533248703055555,720,open_meteo,D:\MONEY VERSE\datasets\weather\weather_all_vietnam.csv,2026-05-18T15:57:27.004962+00:00,Open-Meteo public API data; attribution required.
Ba Ria - Vung Tau,77,,2023-05,27.89233870967742,82.80025364919355,188.3,188.3,7.8668715494354835,744,open_meteo,D:\MONEY VERSE\datasets\weather\weather_all_vietnam.csv,2026-05-18T15:57:27.004962+00:00,Open-Meteo public API data; attribution required.
Ba Ria - Vung Tau,77,,2023-06,26.614444444444448,88.85623564166667,323.3,323.3,7.732072682722222,720,open_meteo,D:\MONEY VERSE\datasets\weather\weather_all_vietnam.csv,2026-05-18T15:57:27.004962+00:00,Open-Meteo public API data; attribution required.
Ba Ria - Vung Tau,77,,2023-07,26.092809139784944,90.35883829301076,586.5,586.5,9.28944369419355,744,open_meteo,D:\MONEY VERSE\datasets\weather\weather_all_vietnam.csv,2026-05-18T15:57:27.004962+00:00,Open-Meteo public API data; attribution required.
Ba Ria - Vung Tau,77,,2023-08,26.671102150537635,87.89070897580645,289.9,289.9,9.577295127123655,744,open_meteo,D:\MONEY VERSE\datasets\weather\weather_all_vietnam.csv,2026-05-18T15:57:27.004962+00:00,Open-Meteo public API data; attribution required.
Ba Ria - Vung Tau,77,,2023-09,25.88659722222222,90.42806684861111,485.1,485.1,8.475023930097223,720,open_meteo,D:\MONEY VERSE\datasets\weather\weather_all_vietnam.csv,2026-05-18T15:57:27.004962+00:00,Open-Meteo public API data; attribution required.
Ba Ria - Vung Tau,77,,2023-10,26.03239247311828,89.86747479704302,433.7,433.7,6.317455659502688,744,open_meteo,D:\MONEY VERSE\datasets\weather\weather_all_vietnam.csv,2026-05-18T15:57:27.004962+00:00,Open-Meteo public API data; attribution required.
Ba Ria - Vung Tau,77,,2023-11,26.119305555555556,86.01335032083333,97.3,97.3,7.11898566313889,720,open_meteo,D:\MONEY VERSE\datasets\weather\weather_all_vietnam.csv,2026-05-18T15:57:27.004962+00:00,Open-Meteo public API data; attribution required.
Ba Ria - Vung Tau,77,,2023-12,26.039650537634408,79.70409714650538,39.3,39.3,7.503888711397849,744,open_meteo,D:\MONEY VERSE\datasets\weather\weather_all_vietnam.csv,2026-05-18T15:57:27.004962+00:00,Open-Meteo public API data; attribution required.
Ba Ria - Vung Tau,77,,2024-01,25.924865591397847,70.97753130376344,1.5,1.5,10.140761775241936,744,open_meteo,D:\MONEY VERSE\datasets\weather\weather_all_vietnam.csv,2026-05-18T15:57:27.004962+00:00,Open-Meteo public API data; attribution required.
Ba Ria - Vung Tau,77,,2024-02,26.954597701149428,70.84410165086207,2.9,2.9,13.944487527873562,696,open_meteo,D:\MONEY VERSE\datasets\weather\weather_all_vietnam.csv,2026-05-18T15:57:27.004962+00:00,Open-Meteo public API data; attribution required.
Ba Ria - Vung Tau,77,,2024-03,27.813575268817203,71.83186965725807,6.0,6.0,14.252717518145163,744,open_meteo,D:\MONEY VERSE\datasets\weather\weather_all_vietnam.csv,2026-05-18T15:57:27.004962+00:00,Open-Meteo public API data; attribution required.
Ba Ria - Vung Tau,77,,2024-04,29.186805555555555,72.65729802777778,6.9,6.9,10.538400167472222,720,open_meteo,D:\MONEY VERSE\datasets\weather\weather_all_vietnam.csv,2026-05-18T15:57:27.004962+00:00,Open-Meteo public API data; attribution required.
Ba Ria - Vung Tau,77,,2024-05,28.95557795698925,79.25317472446237,192.5,192.5,8.556993540752687,744,open_meteo,D:\MONEY VERSE\datasets\weather\weather_all_vietnam.csv,2026-05-18T15:57:27.004962+00:00,Open-Meteo public API data; attribution required.
Ba Ria - Vung Tau,77,,2024-06,27.358541666666667,85.41314145138888,258.7,258.7,7.7008729726944445,720,open_meteo,D:\MONEY VERSE\datasets\weather\weather_all_vietnam.csv,2026-05-18T15:57:27.004962+00:00,Open-Meteo public API data; attribution required.
Ba Ria - Vung Tau,77,,2024-07,26.087365591397848,90.11604184946236,556.0,556.0,8.980945460819893,744,open_meteo,D:\MONEY VERSE\datasets\weather\weather_all_vietnam.csv,2026-05-18T15:57:27.004962+00:00,Open-Meteo public API data; attribution required.
Ba Ria - Vung Tau,77,,2024-08,26.670497311827955,87.6282189704301,278.3,278.3,7.098334097271505,744,open_meteo,D:\MONEY VERSE\datasets\weather\weather_all_vietnam.csv,2026-05-18T15:57:27.004962+00:00,Open-Meteo public API data; attribution required.
Ba Ria - Vung Tau,77,,2024-09,26.003680555555558,90.89828132777778,491.7,491.7,9.217606782458333,720,open_meteo,D:\MONEY VERSE\datasets\weather\weather_all_vietnam.csv,2026-05-18T15:57:27.004962+00:00,Open-Meteo public API data; attribution required.
Ba Ria - Vung Tau,77,,2024-10,25.752688172043012,90.19507856048388,412.5,412.5,6.56208931514785,744,open_meteo,D:\MONEY VERSE\datasets\weather\weather_all_vietnam.csv,2026-05-18T15:57:27.004962+00:00,Open-Meteo public API data; attribution required.
Ba Ria - Vung Tau,77,,2024-11,26.320277777777775,84.07908863194444,60.4,60.4,7.250294214930555,720,open_meteo,D:\MONEY VERSE\datasets\weather\weather_all_vietnam.csv,2026-05-18T15:57:27.004962+00:00,Open-Meteo public API data; attribution required.
Ba Ria - Vung Tau,77,,2024-12,25.429032258064517,85.3275007405914,115.4,115.4,7.085324960188172,744,open_meteo,D:\MONEY VERSE\datasets\weather\weather_all_vietnam.csv,2026-05-18T15:57:27.004962+00:00,Open-Meteo public API data; attribution required.
Ba Ria - Vung Tau,77,,2025-01,24.559274193548386,78.64035068010753,79.7,79.7,6.87809692798387,744,open_meteo,D:\MONEY VERSE\datasets\weather\weather_all_vietnam.csv,2026-05-18T15:57:27.004962+00:00,Open-Meteo public API data; attribution required.
Ba Ria - Vung Tau,77,,2025-02,25.65625,75.9507644345238,45.8,45.8,9.957738074583332,672,open_meteo,D:\MONEY VERSE\datasets\weather\weather_all_vietnam.csv,2026-05-18T15:57:27.004962+00:00,Open-Meteo public API data; attribution required.
Ba Ria - Vung Tau,77,,2025-03,26.83608870967742,75.38328402419354,23.099999999999998,23.099999999999998,12.049199799865592,744,open_meteo,D:\MONEY VERSE\datasets\weather\weather_all_vietnam.csv,2026-05-18T15:57:27.004962+00:00,Open-Meteo public API data; attribution required.
